"PMID","DOI","Title","Abstract","domain","Cleaned_Abstract"
"2001.05835v1","http://arxiv.org/abs/2001.05835v1","Diabetic Retinopathy detection by retinal image recognizing","Many people are affected by diabetes around the world. This disease may have type 1 and 2. Diabetes brings with it several complications including diabetic retinopathy, which is a disease that if not treated correctly can lead to irreversible damage in the patient's vision. The earlier it is detected, the better the chances that the patient will not lose vision. Methods of automating manual procedures are currently in evidence and the diagnostic process for retinopathy is manual with the physician analyzing the patient's retina on the monitor. The practice of image recognition can aid this detection by recognizing Diabetic Retinopathy patterns and comparing it with the patient's retina in diagnosis. This method can also assist in the act of telemedicine, in which people without access to the exam can benefit from the diagnosis provided by the application. The application development took place through convolutional neural networks, which do digital image processing analyzing each image pixel. The use of VGG-16 as a pre-trained model to the application basis was very useful and the final model accuracy was 82%.",1,"many people affected diabetes around world disease may type diabetes brings several complications including diabetic retinopathy disease treated correctly can lead irreversible damage patients vision earlier detected better chances patient will lose vision methods automating manual procedures currently evidence diagnostic process retinopathy manual physician analyzing patients retina monitor practice image recognition can aid detection recognizing diabetic retinopathy patterns comparing patients retina diagnosis method can also assist act telemedicine people without access exam can benefit diagnosis provided application application development took place convolutional neural networks digital image processing analyzing image pixel use vgg pretrained model application basis useful final model accuracy "
"2604.11944v1","http://arxiv.org/abs/2604.11944v1","A unified data format for managing diabetes time-series data: DIAbetes eXchange (DIAX)","Diabetes devices, including Continuous Glucose Monitoring (CGM), Smart Insulin Pens, and Automated Insulin Delivery systems, generate rich time-series data widely used in research and machine learning. However, inconsistent data formats across sources hinder sharing, integration, and analysis.
  We present DIAX (DIAbetes eXchange), a standardized JSON-based format for unifying diabetes time-series data, including CGM, insulin, and meal signals. DIAX promotes interoperability, reproducibility, and extensibility, particularly for machine learning applications. An open-source repository provides tools for dataset conversion, cross-format compatibility, visualization, and community contributions. DIAX is a translational resource, not a data host, ensuring flexibility without imposing data-sharing constraints.
  Currently, DIAX is compatible with other standardization efforts and supports major datasets (DCLP3, DCLP5, IOBP2, PEDAP, T1Dexi, Loop), totaling over 10 million patient-hours of data. https://github.com/Center-for-Diabetes-Technology/DIAX",1,"diabetes devices including continuous glucose monitoring cgm smart insulin pens automated insulin delivery systems generate rich timeseries data widely used research machine learning however inconsistent data formats across sources hinder sharing integration analysis present diax diabetes exchange standardized jsonbased format unifying diabetes timeseries data including cgm insulin meal signals diax promotes interoperability reproducibility extensibility particularly machine learning applications opensource repository provides tools dataset conversion crossformat compatibility visualization community contributions diax translational resource data host ensuring flexibility without imposing datasharing constraints currently diax compatible standardization efforts supports major datasets dclp dclp iobp pedap tdexi loop totaling million patienthours data httpsgithubcomcenterfordiabetestechnologydiax"
"2602.09036v1","http://arxiv.org/abs/2602.09036v1","Predicting Gene Disease Associations in Type 2 Diabetes Using Machine Learning on Single-Cell RNA-Seq Data","Diabetes is a chronic metabolic disorder characterized by elevated blood glucose levels due to impaired insulin production or function. Two main forms are recognized: type 1 diabetes (T1D), which involves autoimmune destruction of insulin-producing \b{eta}-cells, and type 2 diabetes (T2D), which arises from insulin resistance and progressive \b{eta}-cell dysfunction. Understanding the molecular mechanisms underlying these diseases is essential for the development of improved therapeutic strategies, particularly those targeting \b{eta}-cell dysfunction. To investigate these mechanisms in a controlled and biologically interpretable setting, mouse models have played a central role in diabetes research. Owing to their genetic and physiological similarity to humans, together with the ability to precisely manipulate their genome, mice enable detailed investigation of disease progression and gene function. In particular, mouse models have provided critical insights into \b{eta}-cell development, cellular heterogeneity, and functional failure under diabetic conditions. Building on these experimental advances, this study applies machine learning methods to single-cell transcriptomic data from mouse pancreatic islets. Specifically, we evaluate two supervised approaches identified in the literature; Extra Trees Classifier (ETC) and Partial Least Squares Discriminant Analysis (PLS-DA), to assess their ability to identify T2D-associated gene expression signatures at single-cell resolution. Model performance is evaluated using standard classification metrics, with an emphasis on interpretability and biological relevance",1,"diabetes chronic metabolic disorder characterized elevated blood glucose levels due impaired insulin production function two main forms recognized type diabetes td involves autoimmune destruction insulinproducing betacells type diabetes td arises insulin resistance progressive betacell dysfunction understanding molecular mechanisms underlying diseases essential development improved therapeutic strategies particularly targeting betacell dysfunction investigate mechanisms controlled biologically interpretable setting mouse models played central role diabetes research owing genetic physiological similarity humans together ability precisely manipulate genome mice enable detailed investigation disease progression gene function particular mouse models provided critical insights betacell development cellular heterogeneity functional failure diabetic conditions building experimental advances study applies machine learning methods singlecell transcriptomic data mouse pancreatic islets specifically evaluate two supervised approaches identified literature extra trees classifier etc partial least squares discriminant analysis plsda assess ability identify tdassociated gene expression signatures singlecell resolution model performance evaluated using standard classification metrics emphasis interpretability biological relevance"
"2411.10843v2","http://arxiv.org/abs/2411.10843v2","A Novel Adaptive Hybrid Focal-Entropy Loss for Enhancing Diabetic Retinopathy Detection Using Convolutional Neural Networks","Diabetic retinopathy is a leading cause of blindness around the world and demands precise AI-based diagnostic tools. Traditional loss functions in multi-class classification, such as Categorical Cross-Entropy (CCE), are very common but break down with class imbalance, especially in cases with inherently challenging or overlapping classes, which leads to biased and less sensitive models. Since a heavy imbalance exists in the number of examples for higher severity stage 4 diabetic retinopathy, etc., classes compared to those very early stages like class 0, achieving class balance is key. For this purpose, we propose the Adaptive Hybrid Focal-Entropy Loss which combines the ideas of focal loss and entropy loss with adaptive weighting in order to focus on minority classes and highlight the challenging samples. The state-of-the art models applied for diabetic retinopathy detection with AHFE revealed good performance improvements, indicating the top performances of ResNet50 at 99.79%, DenseNet121 at 98.86%, Xception at 98.92%, MobileNetV2 at 97.84%, and InceptionV3 at 93.62% accuracy. This sheds light into how AHFE promotes enhancement in AI-driven diagnostics for complex and imbalanced medical datasets.",1,"diabetic retinopathy leading cause blindness around world demands precise aibased diagnostic tools traditional loss functions multiclass classification categorical crossentropy cce common break class imbalance especially cases inherently challenging overlapping classes leads biased less sensitive models since heavy imbalance exists number examples higher severity stage diabetic retinopathy etc classes compared early stages like class achieving class balance key purpose propose adaptive hybrid focalentropy loss combines ideas focal loss entropy loss adaptive weighting order focus minority classes highlight challenging samples stateofthe art models applied diabetic retinopathy detection ahfe revealed good performance improvements indicating top performances resnet densenet xception mobilenetv inceptionv accuracy sheds light ahfe promotes enhancement aidriven diagnostics complex imbalanced medical datasets"
"2403.14327v1","http://arxiv.org/abs/2403.14327v1","Investigating the validity of structure learning algorithms in identifying risk factors for intervention in patients with diabetes","Diabetes, a pervasive and enduring health challenge, imposes significant global implications on health, financial healthcare systems, and societal well-being. This study undertakes a comprehensive exploration of various structural learning algorithms to discern causal pathways amongst potential risk factors influencing diabetes progression. The methodology involves the application of these algorithms to relevant diabetes data, followed by the conversion of their output graphs into Causal Bayesian Networks (CBNs), enabling predictive analysis and the evaluation of discrepancies in the effect of hypothetical interventions within our context-specific case study.
  This study highlights the substantial impact of algorithm selection on intervention outcomes. To consolidate insights from diverse algorithms, we employ a model-averaging technique that helps us obtain a unique causal model for diabetes derived from a varied set of structural learning algorithms. We also investigate how each of those individual graphs, as well as the average graph, compare to the structures elicited by a domain expert who categorised graph edges into high confidence, moderate, and low confidence types, leading into three individual graphs corresponding to the three levels of confidence.
  The resulting causal model and data are made available online, and serve as a valuable resource and a guide for informed decision-making by healthcare practitioners, offering a comprehensive understanding of the interactions between relevant risk factors and the effect of hypothetical interventions. Therefore, this research not only contributes to the academic discussion on diabetes, but also provides practical guidance for healthcare professionals in developing efficient intervention and risk management strategies.",1,"diabetes pervasive enduring health challenge imposes significant global implications health financial healthcare systems societal wellbeing study undertakes comprehensive exploration various structural learning algorithms discern causal pathways amongst potential risk factors influencing diabetes progression methodology involves application algorithms relevant diabetes data followed conversion output graphs causal bayesian networks cbns enabling predictive analysis evaluation discrepancies effect hypothetical interventions within contextspecific case study study highlights substantial impact algorithm selection intervention outcomes consolidate insights diverse algorithms employ modelaveraging technique helps us obtain unique causal model diabetes derived varied set structural learning algorithms also investigate individual graphs well average graph compare structures elicited domain expert categorised graph edges high confidence moderate low confidence types leading three individual graphs corresponding three levels confidence resulting causal model data made available online serve valuable resource guide informed decisionmaking healthcare practitioners offering comprehensive understanding interactions relevant risk factors effect hypothetical interventions therefore research contributes academic discussion diabetes also provides practical guidance healthcare professionals developing efficient intervention risk management strategies"
"2603.12278v1","http://arxiv.org/abs/2603.12278v1","Predictive Analytics for Foot Ulcers Using Time-Series Temperature and Pressure Data","Diabetic foot ulcers (DFUs) are a severe complication of diabetes, often resulting in significant morbidity. This paper presents a predictive analytics framework utilizing time-series data captured by wearable foot sensors -- specifically NTC thin-film thermocouples for temperature measurement and FlexiForce pressure sensors for plantar load monitoring. Data was collected from healthy subjects walking on an instrumented pathway. Unsupervised machine learning algorithms, Isolation Forest and K-Nearest Neighbors (KNN), were applied to detect anomalies that may indicate early ulcer risk. Through rigorous data preprocessing and targeted feature engineering, physiologic patterns were extracted to identify subtle changes in foot temperature and pressure. Results demonstrate Isolation Forest is sensitive to micro-anomalies, while KNN is effective in flagging extreme deviations, albeit at a higher false-positive rate. Strong correlations between temperature and pressure readings support combined sensor monitoring for improved predictive accuracy. These findings provide a basis for real-time diabetic foot health surveillance, aiming to facilitate earlier intervention and reduce DFU incidence.",1,"diabetic foot ulcers dfus severe complication diabetes often resulting significant morbidity paper presents predictive analytics framework utilizing timeseries data captured wearable foot sensors specifically ntc thinfilm thermocouples temperature measurement flexiforce pressure sensors plantar load monitoring data collected healthy subjects walking instrumented pathway unsupervised machine learning algorithms isolation forest knearest neighbors knn applied detect anomalies may indicate early ulcer risk rigorous data preprocessing targeted feature engineering physiologic patterns extracted identify subtle changes foot temperature pressure results demonstrate isolation forest sensitive microanomalies knn effective flagging extreme deviations albeit higher falsepositive rate strong correlations temperature pressure readings support combined sensor monitoring improved predictive accuracy findings provide basis realtime diabetic foot health surveillance aiming facilitate earlier intervention reduce dfu incidence"
"2108.09711v2","http://arxiv.org/abs/2108.09711v2","FEDI: Few-shot learning based on Earth Mover's Distance algorithm combined with deep residual network to identify diabetic retinopathy","Diabetic retinopathy(DR) is the main cause of blindness in diabetic patients. However, DR can easily delay the occurrence of blindness through the diagnosis of the fundus. In view of the reality, it is difficult to collect a large amount of diabetic retina data in clinical practice. This paper proposes a few-shot learning model of a deep residual network based on Earth Mover's Distance algorithm to assist in diagnosing DR. We build training and validation classification tasks for few-shot learning based on 39 categories of 1000 sample data, train deep residual networks, and obtain experience maximization pre-training models. Based on the weights of the pre-trained model, the Earth Mover's Distance algorithm calculates the distance between the images, obtains the similarity between the images, and changes the model's parameters to improve the accuracy of the training model. Finally, the experimental construction of the small sample classification task of the test set to optimize the model further, and finally, an accuracy of 93.5667% on the 3way10shot task of the diabetic retina test set. For the experimental code and results, please refer to: https://github.com/panliangrui/few-shot-learning-funds.",1,"diabetic retinopathydr main cause blindness diabetic patients however dr can easily delay occurrence blindness diagnosis fundus view reality difficult collect large amount diabetic retina data clinical practice paper proposes fewshot learning model deep residual network based earth movers distance algorithm assist diagnosing dr build training validation classification tasks fewshot learning based categories sample data train deep residual networks obtain experience maximization pretraining models based weights pretrained model earth movers distance algorithm calculates distance images obtains similarity images changes models parameters improve accuracy training model finally experimental construction small sample classification task test set optimize model finally accuracy wayshot task diabetic retina test set experimental code results please refer httpsgithubcompanliangruifewshotlearningfunds"
"2303.11340v2","http://arxiv.org/abs/2303.11340v2","HDformer: A Higher Dimensional Transformer for Diabetes Detection Utilizing Long Range Vascular Signals","Diabetes mellitus is a global concern, and early detection can prevent serious complications. 50% of people with diabetes live undiagnosed, disproportionately afflicting low-income groups. Non-invasive methods have emerged for timely detection; however, their limited accuracy constrains clinical usage. In this research, we present a novel Higher-Dimensional Transformer (HDformer), the first Transformer-based architecture which utilizes long-range photoplethysmography (PPG) to detect diabetes. The long-range PPG maximizes the signal contextual information when compared to the less-than 30 second signals commonly used in existing research. To increase the computational efficiency of HDformer long-range processing, a new attention module, Time Square Attention (TSA), is invented to reduce the volume of tokens by more than 10x, while retaining the local/global dependencies. TSA converts the 1D inputs into 2D representations, grouping the adjacent points into a single 2D token. It then generates dynamic patches and feeds them into a gated mixture-of-experts (MoE) network, optimizing the learning on different attention areas. HDformer achieves state-of-the-art results (sensitivity 98.4, accuracy 97.3, specificity 92.8, AUC 0.929) on the standard MIMIC-III dataset, surpassing existing research. Furthermore, we develop an end-to-end solution where a low-cost wearable is prototyped to connect with the HDformer in the Cloud via a mobile app. This scalable, convenient, and affordable approach provides instantaneous detection and continuous monitoring for individuals. It aids doctors in easily screening for diabetes and safeguards underprivileged communities. The enhanced versatility of HDformer allows for efficient processing and learning of long-range signals in general one-dimensional time-series sequences, particularly for all biomedical waveforms.",1,"diabetes mellitus global concern early detection can prevent serious complications people diabetes live undiagnosed disproportionately afflicting lowincome groups noninvasive methods emerged timely detection however limited accuracy constrains clinical usage research present novel higherdimensional transformer hdformer first transformerbased architecture utilizes longrange photoplethysmography ppg detect diabetes longrange ppg maximizes signal contextual information compared lessthan second signals commonly used existing research increase computational efficiency hdformer longrange processing new attention module time square attention tsa invented reduce volume tokens x retaining localglobal dependencies tsa converts d inputs d representations grouping adjacent points single d token generates dynamic patches feeds gated mixtureofexperts moe network optimizing learning different attention areas hdformer achieves stateoftheart results sensitivity accuracy specificity auc standard mimiciii dataset surpassing existing research furthermore develop endtoend solution lowcost wearable prototyped connect hdformer cloud via mobile app scalable convenient affordable approach provides instantaneous detection continuous monitoring individuals aids doctors easily screening diabetes safeguards underprivileged communities enhanced versatility hdformer allows efficient processing learning longrange signals general onedimensional timeseries sequences particularly biomedical waveforms"
"2010.15344v1","http://arxiv.org/abs/2010.15344v1","Sea-Net: Squeeze-And-Excitation Attention Net For Diabetic Retinopathy Grading","Diabetes is one of the most common disease in individuals. \textit{Diabetic retinopathy} (DR) is a complication of diabetes, which could lead to blindness. Automatic DR grading based on retinal images provides a great diagnostic and prognostic value for treatment planning. However, the subtle differences among severity levels make it difficult to capture important features using conventional methods. To alleviate the problems, a new deep learning architecture for robust DR grading is proposed, referred to as SEA-Net, in which, spatial attention and channel attention are alternatively carried out and boosted with each other, improving the classification performance. In addition, a hybrid loss function is proposed to further maximize the inter-class distance and reduce the intra-class variability. Experimental results have shown the effectiveness of the proposed architecture.",1,"diabetes one common disease individuals textitdiabetic retinopathy dr complication diabetes lead blindness automatic dr grading based retinal images provides great diagnostic prognostic value treatment planning however subtle differences among severity levels make difficult capture important features using conventional methods alleviate problems new deep learning architecture robust dr grading proposed referred seanet spatial attention channel attention alternatively carried boosted improving classification performance addition hybrid loss function proposed maximize interclass distance reduce intraclass variability experimental results shown effectiveness proposed architecture"
"2310.10312v1","http://arxiv.org/abs/2310.10312v1","End-to-end Offline Reinforcement Learning for Glycemia Control","The development of closed-loop systems for glycemia control in type I diabetes relies heavily on simulated patients. Improving the performances and adaptability of these close-loops raises the risk of over-fitting the simulator. This may have dire consequences, especially in unusual cases which were not faithfully-if at all-captured by the simulator. To address this, we propose to use offline RL agents, trained on real patient data, to perform the glycemia control. To further improve the performances, we propose an end-to-end personalization pipeline, which leverages offline-policy evaluation methods to remove altogether the need of a simulator, while still enabling an estimation of clinically relevant metrics for diabetes.",1," development closedloop systems glycemia control type diabetes relies heavily simulated patients improving performances adaptability closeloops raises risk overfitting simulator may dire consequences especially unusual cases faithfullyif allcaptured simulator address propose use offline rl agents trained real patient data perform glycemia control improve performances propose endtoend personalization pipeline leverages offlinepolicy evaluation methods remove altogether need simulator still enabling estimation clinically relevant metrics diabetes"
"2112.10024v1","http://arxiv.org/abs/2112.10024v1","Supervised laser-speckle image sampling of skin tissue to detect very early stage of diabetes by its effects on skin subcellular properties","This paper investigates the effectiveness of an expert system based on K-nearest neighbors algorithm for laser speckle image sampling applied to the early detection of diabetes. With the latest developments in artificial intelligent guided laser speckle imaging technologies, it may be possible to optimise laser parameters, such as wavelength, energy level and image texture measures in association with a suitable AI technique to interact effectively with the subcellular properties of a skin tissue to detect early signs of diabetes. The new approach is potentially more effective than the classical skin glucose level observation because of its optimised combination of laser physics and AI techniques, and additionally, it allows non-expert individuals to perform more frequent skin tissue tests for an early detection of diabetes.",1," paper investigates effectiveness expert system based knearest neighbors algorithm laser speckle image sampling applied early detection diabetes latest developments artificial intelligent guided laser speckle imaging technologies may possible optimise laser parameters wavelength energy level image texture measures association suitable ai technique interact effectively subcellular properties skin tissue detect early signs diabetes new approach potentially effective classical skin glucose level observation optimised combination laser physics ai techniques additionally allows nonexpert individuals perform frequent skin tissue tests early detection diabetes"
"1503.07795v1","http://arxiv.org/abs/1503.07795v1","Multi-Labeled Classification of Demographic Attributes of Patients: a case study of diabetics patients","Automated learning of patients demographics can be seen as multi-label problem where a patient model is based on different race and gender groups. The resulting model can be further integrated into Privacy-Preserving Data Mining, where it can be used to assess risk of identification of different patient groups. Our project considers relations between diabetes and demographics of patients as a multi-labelled problem. Most research in this area has been done as binary classification, where the target class is finding if a person has diabetes or not. But very few, and maybe no work has been done in multi-labeled analysis of the demographics of patients who are likely to be diagnosed with diabetes. To identify such groups, we applied ensembles of several multi-label learning algorithms.",1,"automated learning patients demographics can seen multilabel problem patient model based different race gender groups resulting model can integrated privacypreserving data mining can used assess risk identification different patient groups project considers relations diabetes demographics patients multilabelled problem research area done binary classification target class finding person diabetes maybe work done multilabeled analysis demographics patients likely diagnosed diabetes identify groups applied ensembles several multilabel learning algorithms"
"2509.12259v1","http://arxiv.org/abs/2509.12259v1","Quantum-Inspired Stacked Integrated Concept Graph Model (QISICGM) for Diabetes Risk Prediction","The Quantum-Inspired Stacked Integrated Concept Graph Model (QISICGM) is an innovative machine learning framework that harnesses quantum-inspired techniques to predict diabetes risk with exceptional accuracy and efficiency. Utilizing the PIMA Indians Diabetes dataset augmented with 2,000 synthetic samples to mitigate class imbalance (total: 2,768 samples, 1,949 positives), QISICGM integrates a self-improving concept graph with a stacked ensemble comprising Random Forests (RF), Extra Trees (ET), transformers, convolutional neural networks (CNNs), and feed-forward neural networks (FFNNs). This approach achieves an out-of-fold (OOF) F1 score of 0.8933 and an AUC of 0.8699, outperforming traditional methods. Quantum inspired elements, such as phase feature mapping and neighborhood sequence modeling, enrich feature representations, enabling CPU-efficient inference at 8.5 rows per second. This paper presents a detailed architecture, theoretical foundations, code insights, and performance evaluations, including visualizations from the outputs subfolder. The open-source implementation (v1.0.0) is available at https://github.com/keninayoung/QISICGM, positioning QISICGM as a potential benchmark for AI-assisted clinical triage in diabetes and beyond. Ultimately, this work emphasizes trustworthy AI through calibration, interpretability, and open-source reproducibility.",1," quantuminspired stacked integrated concept graph model qisicgm innovative machine learning framework harnesses quantuminspired techniques predict diabetes risk exceptional accuracy efficiency utilizing pima indians diabetes dataset augmented synthetic samples mitigate class imbalance total samples positives qisicgm integrates selfimproving concept graph stacked ensemble comprising random forests rf extra trees et transformers convolutional neural networks cnns feedforward neural networks ffnns approach achieves outoffold oof f score auc outperforming traditional methods quantum inspired elements phase feature mapping neighborhood sequence modeling enrich feature representations enabling cpuefficient inference rows per second paper presents detailed architecture theoretical foundations code insights performance evaluations including visualizations outputs subfolder opensource implementation v available httpsgithubcomkeninayoungqisicgm positioning qisicgm potential benchmark aiassisted clinical triage diabetes beyond ultimately work emphasizes trustworthy ai calibration interpretability opensource reproducibility"
"2402.02188v1","http://arxiv.org/abs/2402.02188v1","Diabetes detection using deep learning techniques with oversampling and feature augmentation","Background and objective: Diabetes is a chronic pathology which is affecting more and more people over the years. It gives rise to a large number of deaths each year. Furthermore, many people living with the disease do not realize the seriousness of their health status early enough. Late diagnosis brings about numerous health problems and a large number of deaths each year so the development of methods for the early diagnosis of this pathology is essential.
  Methods: In this paper, a pipeline based on deep learning techniques is proposed to predict diabetic people. It includes data augmentation using a variational autoencoder (VAE), feature augmentation using an sparse autoencoder (SAE) and a convolutional neural network for classification. Pima Indians Diabetes Database, which takes into account information on the patients such as the number of pregnancies, glucose or insulin level, blood pressure or age, has been evaluated.
  Results: A 92.31% of accuracy was obtained when CNN classifier is trained jointly the SAE for featuring augmentation over a well balanced dataset. This means an increment of 3.17% of accuracy with respect the state-of-the-art.
  Conclusions: Using a full deep learning pipeline for data preprocessing and classification has demonstrate to be very promising in the diabetes detection field outperforming the state-of-the-art proposals.",1,"background objective diabetes chronic pathology affecting people years gives rise large number deaths year furthermore many people living disease realize seriousness health status early enough late diagnosis brings numerous health problems large number deaths year development methods early diagnosis pathology essential methods paper pipeline based deep learning techniques proposed predict diabetic people includes data augmentation using variational autoencoder vae feature augmentation using sparse autoencoder sae convolutional neural network classification pima indians diabetes database takes account information patients number pregnancies glucose insulin level blood pressure age evaluated results accuracy obtained cnn classifier trained jointly sae featuring augmentation well balanced dataset means increment accuracy respect stateoftheart conclusions using full deep learning pipeline data preprocessing classification demonstrate promising diabetes detection field outperforming stateoftheart proposals"
"1902.10028v1","http://arxiv.org/abs/1902.10028v1","Performance Analysis of Machine Learning Techniques to Predict Diabetes Mellitus","Diabetes mellitus is a common disease of human body caused by a group of metabolic disorders where the sugar levels over a prolonged period is very high. It affects different organs of the human body which thus harm a large number of the body's system, in particular the blood veins and nerves. Early prediction in such disease can be controlled and save human life. To achieve the goal, this research work mainly explores various risk factors related to this disease using machine learning techniques. Machine learning techniques provide efficient result to extract knowledge by constructing predicting models from diagnostic medical datasets collected from the diabetic patients. Extracting knowledge from such data can be useful to predict diabetic patients. In this work, we employ four popular machine learning algorithms, namely Support Vector Machine (SVM), Naive Bayes (NB), K-Nearest Neighbor (KNN) and C4.5 Decision Tree, on adult population data to predict diabetic mellitus. Our experimental results show that C4.5 decision tree achieved higher accuracy compared to other machine learning techniques.",1,"diabetes mellitus common disease human body caused group metabolic disorders sugar levels prolonged period high affects different organs human body thus harm large number bodys system particular blood veins nerves early prediction disease can controlled save human life achieve goal research work mainly explores various risk factors related disease using machine learning techniques machine learning techniques provide efficient result extract knowledge constructing predicting models diagnostic medical datasets collected diabetic patients extracting knowledge data can useful predict diabetic patients work employ four popular machine learning algorithms namely support vector machine svm naive bayes nb knearest neighbor knn c decision tree adult population data predict diabetic mellitus experimental results show c decision tree achieved higher accuracy compared machine learning techniques"
"1602.04257v1","http://arxiv.org/abs/1602.04257v1","Identifying Diabetic Patients with High Risk of Readmission","Hospital readmissions are expensive and reflect the inadequacies in healthcare system. In the United States alone, treatment of readmitted diabetic patients exceeds 250 million dollars per year. Early identification of patients facing a high risk of readmission can enable healthcare providers to to conduct additional investigations and possibly prevent future readmissions. This not only improves the quality of care but also reduces the medical expenses on readmission. Machine learning methods have been leveraged on public health data to build a system for identifying diabetic patients facing a high risk of future readmission. Number of inpatient visits, discharge disposition and admission type were identified as strong predictors of readmission. Further, it was found that the number of laboratory tests and discharge disposition together predict whether the patient will be readmitted shortly after being discharged from the hospital (i.e. <30 days) or after a longer period of time (i.e. >30 days). These insights can help healthcare providers to improve inpatient diabetic care. Finally, the cost analysis suggests that \$252.76 million can be saved across 98,053 diabetic patient encounters by incorporating the proposed cost sensitive analysis model.",1,"hospital readmissions expensive reflect inadequacies healthcare system united states alone treatment readmitted diabetic patients exceeds million dollars per year early identification patients facing high risk readmission can enable healthcare providers conduct additional investigations possibly prevent future readmissions improves quality care also reduces medical expenses readmission machine learning methods leveraged public health data build system identifying diabetic patients facing high risk future readmission number inpatient visits discharge disposition admission type identified strong predictors readmission found number laboratory tests discharge disposition together predict whether patient will readmitted shortly discharged hospital ie days longer period time ie days insights can help healthcare providers improve inpatient diabetic care finally cost analysis suggests million can saved across diabetic patient encounters incorporating proposed cost sensitive analysis model"
"2410.12642v2","http://arxiv.org/abs/2410.12642v2","Optimization and Application of Cloud-based Deep Learning Architecture for Multi-Source Data Prediction","This study develops a cloud-based deep learning system for early prediction of diabetes, leveraging the distributed computing capabilities of the AWS cloud platform and deep learning technologies to achieve efficient and accurate risk assessment. The system utilizes EC2 p3.8xlarge GPU instances to accelerate model training, reducing training time by 93.2% while maintaining a prediction accuracy of 94.2%. With an automated data processing and model training pipeline built using Apache Airflow, the system can complete end-to-end updates within 18.7 hours. In clinical applications, the system demonstrates a prediction accuracy of 89.8%, sensitivity of 92.3%, and specificity of 95.1%. Early interventions based on predictions lead to a 37.5% reduction in diabetes incidence among the target population. The system's high performance and scalability provide strong support for large-scale diabetes prevention and management, showcasing significant public health value.",1," study develops cloudbased deep learning system early prediction diabetes leveraging distributed computing capabilities aws cloud platform deep learning technologies achieve efficient accurate risk assessment system utilizes ec pxlarge gpu instances accelerate model training reducing training time maintaining prediction accuracy automated data processing model training pipeline built using apache airflow system can complete endtoend updates within hours clinical applications system demonstrates prediction accuracy sensitivity specificity early interventions based predictions lead reduction diabetes incidence among target population systems high performance scalability provide strong support largescale diabetes prevention management showcasing significant public health value"
"1902.04151v1","http://arxiv.org/abs/1902.04151v1","Evaluation of Transfer Learning for Classification of: (1) Diabetic Retinopathy by Digital Fundus Photography and (2) Diabetic Macular Edema, Choroidal Neovascularization and Drusen by Optical Coherence Tomography","Deep learning has been successfully applied to a variety of image classification tasks. There has been keen interest to apply deep learning in the medical domain, particularly specialties that heavily utilize imaging, such as ophthalmology. One issue that may hinder application of deep learning to the medical domain is the vast amount of data necessary to train deep neural networks (DNNs). Because of regulatory and privacy issues associated with medicine, and the generally proprietary nature of data in medical domains, obtaining large datasets to train DNNs is a challenge, particularly in the ophthalmology domain.
  Transfer learning is a technique developed to address the issue of applying DNNs for domains with limited data. Prior reports on transfer learning have examined custom networks to fully train or used a particular DNN for transfer learning. However, to the best of my knowledge, no work has systematically examined a suite of DNNs for transfer learning for classification of diabetic retinopathy, diabetic macular edema, and two key features of age-related macular degeneration. This work attempts to investigate transfer learning for classification of these ophthalmic conditions. Part I gives a condensed overview of neural networks and the DNNs under evaluation. Part II gives the reader the necessary background concerning diabetic retinopathy and prior work on classification using retinal fundus photographs. The methodology and results of transfer learning for diabetic retinopathy classification are presented, showing that transfer learning towards this domain is feasible, with promising accuracy. Part III gives an overview of diabetic macular edema, choroidal neovascularization and drusen (features associated with age-related macular degeneration), and presents results for transfer learning evaluation using optical coherence tomography to classify these entities.",1,"deep learning successfully applied variety image classification tasks keen interest apply deep learning medical domain particularly specialties heavily utilize imaging ophthalmology one issue may hinder application deep learning medical domain vast amount data necessary train deep neural networks dnns regulatory privacy issues associated medicine generally proprietary nature data medical domains obtaining large datasets train dnns challenge particularly ophthalmology domain transfer learning technique developed address issue applying dnns domains limited data prior reports transfer learning examined custom networks fully train used particular dnn transfer learning however best knowledge work systematically examined suite dnns transfer learning classification diabetic retinopathy diabetic macular edema two key features agerelated macular degeneration work attempts investigate transfer learning classification ophthalmic conditions part gives condensed overview neural networks dnns evaluation part ii gives reader necessary background concerning diabetic retinopathy prior work classification using retinal fundus photographs methodology results transfer learning diabetic retinopathy classification presented showing transfer learning towards domain feasible promising accuracy part iii gives overview diabetic macular edema choroidal neovascularization drusen features associated agerelated macular degeneration presents results transfer learning evaluation using optical coherence tomography classify entities"
"1812.07101v3","http://arxiv.org/abs/1812.07101v3","Application of Deep Learning in Fundus Image Processing for Ophthalmic Diagnosis -- A Review","An overview of the applications of deep learning in ophthalmic diagnosis using retinal fundus images is presented. We also review various retinal image datasets that can be used for deep learning purposes. Applications of deep learning for segmentation of optic disk, blood vessels and retinal layer as well as detection of lesions are reviewed. Recent deep learning models for classification of diseases such as age-related macular degeneration, glaucoma,diabetic macular edema and diabetic retinopathy are also reported.",1," overview applications deep learning ophthalmic diagnosis using retinal fundus images presented also review various retinal image datasets can used deep learning purposes applications deep learning segmentation optic disk blood vessels retinal layer well detection lesions reviewed recent deep learning models classification diseases agerelated macular degeneration glaucomadiabetic macular edema diabetic retinopathy also reported"
